# onion skin A3e paint log
# comp	1920	1080
# stale_ms	100.0
t_ms	src_t_ms	tx	ty	sx	have_stale	stale_t_ms	stale_tx	stale_ty	paint_ms
35098.755	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4049
35130.248	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5453
35145.856	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4999
35178.103	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6423
35209.616	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5215
35231.415	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4929
35256.639	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.9428
35270.632	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.8344
35301.417	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4053
35333.430	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4623
35349.541	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4194
35381.605	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6668
35397.430	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6969
35428.847	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6194
35459.690	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7604
35475.598	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7852
35506.050	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6698
35522.060	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5467
35553.782	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.8714
35585.630	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.3943
35601.593	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4788
35632.811	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4054
35647.993	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4834
35678.853	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4648
35710.675	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7597
35726.703	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5829
35758.338	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5659
35770.469	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6498
35803.891	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.8810
35836.689	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7581
35852.387	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.3921
35884.520	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4577
35900.604	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6039
35931.912	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5096
35957.633	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7022
35973.489	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4721
36005.351	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4474
36020.548	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6778
36053.579	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6057
36085.449	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4534
36101.331	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.3810
36133.634	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4890
36149.692	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4906
36181.581	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5882
36213.476	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6175
36229.538	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6775
36261.806	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6809
36277.409	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6423
36303.875	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6866
36337.106	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6427
36357.350	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6356
36388.936	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5274
36403.908	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6770
36435.709	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4040
36467.905	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5023
36483.423	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	2.1524
36513.641	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7618
36520.567	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7850
36553.898	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6401
36587.230	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5815
36603.882	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5269
36637.183	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7877
36653.453	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7145
36677.657	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6011
36709.686	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.8670
36725.022	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5781
36757.450	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6884
36770.528	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4857
36803.864	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7065
36837.238	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.8709
36853.523	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.9008
36884.769	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4080
36900.859	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5601
36933.789	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.6758
36966.087	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.4976
36981.744	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.5925
37013.485	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.9078
37020.566	34307.671	218.00	37.00	0.613021	1	34307.671	218.00	37.00	1.7312
37053.895	37041.789	231.00	57.00	0.585938	1	34307.671	218.00	37.00	1.5949
37087.147	37073.365	231.00	57.00	0.585938	1	34307.671	218.00	37.00	1.5761
37103.826	37090.103	231.00	57.00	0.585938	1	34307.671	218.00	37.00	1.6091
37137.268	37123.894	231.00	57.00	0.585938	1	34307.671	218.00	37.00	2.1289
37153.950	37140.589	231.00	57.00	0.585938	1	37041.789	231.00	57.00	1.8363
37185.833	37173.580	231.00	57.00	0.585938	1	37073.365	231.00	57.00	1.3843
37216.827	37206.780	231.00	57.00	0.585938	1	37106.990	231.00	57.00	1.6744
37226.803	37206.780	231.00	57.00	0.585938	1	37123.894	231.00	57.00	1.5549
37262.476	37240.406	231.00	57.00	0.585938	1	37157.136	231.00	57.00	1.4911
37270.525	37256.999	231.00	57.00	0.585938	1	37157.136	231.00	57.00	2.0106
37303.965	37290.333	231.00	57.00	0.585938	1	37190.241	231.00	57.00	1.8036
37332.783	37323.593	231.00	57.00	0.585938	1	37223.516	231.00	57.00	1.3995
37348.930	37340.414	231.00	57.00	0.585938	1	37240.406	231.00	57.00	1.4008
37381.517	37357.110	231.00	57.00	0.585938	1	37273.671	231.00	57.00	1.4048
37397.537	37373.541	231.00	57.00	0.585938	1	37290.333	231.00	57.00	1.6293
37429.890	37407.531	231.00	57.00	0.585938	1	37323.593	231.00	57.00	1.6580
37460.638	37440.242	288.00	120.00	0.500000	1	37357.110	231.00	57.00	1.6206
37477.297	37457.281	288.00	120.00	0.500000	1	37373.541	231.00	57.00	1.5879
37508.734	37490.659	288.00	120.00	0.500000	1	37407.531	231.00	57.00	1.5117
37525.236	37507.080	288.00	120.00	0.500000	1	37424.006	288.00	120.00	1.7359
37553.992	37540.903	288.00	120.00	0.500000	1	37440.242	288.00	120.00	1.8403
37587.243	37575.186	327.00	166.00	0.441146	1	37474.259	288.00	120.00	1.6263
37604.913	37591.330	327.00	166.00	0.441146	1	37490.659	288.00	120.00	1.4757
37637.219	37623.643	327.00	166.00	0.441146	1	37523.784	288.00	120.00	1.8311
37652.891	37640.223	327.00	166.00	0.441146	1	37540.903	288.00	120.00	2.3575
37684.586	37673.524	327.00	166.00	0.441146	1	37575.186	327.00	166.00	1.4112
37714.224	37689.986	327.00	166.00	0.441146	1	37606.870	327.00	166.00	1.5354
37729.875	37707.252	327.00	166.00	0.441146	1	37623.643	327.00	166.00	1.6478
37761.855	37740.152	327.00	166.00	0.441146	1	37656.901	327.00	166.00	1.5787
37770.670	37757.385	327.00	166.00	0.441146	1	37656.901	327.00	166.00	1.7456
37803.827	37790.543	327.00	166.00	0.441146	1	37689.986	327.00	166.00	1.7673
37837.229	37825.000	319.00	166.00	0.441146	1	37724.055	327.00	166.00	1.7621
37854.383	37841.525	316.00	166.00	0.441146	1	37740.152	327.00	166.00	1.6342
37884.654	37874.613	307.00	166.00	0.441146	1	37774.363	327.00	166.00	1.5962
37900.583	37891.642	303.00	166.00	0.441146	1	37790.543	327.00	166.00	1.5426
37930.797	37908.709	295.00	166.00	0.441146	1	37825.000	319.00	166.00	1.7403
37961.639	37941.872	281.00	166.00	0.441146	1	37857.493	312.00	166.00	2.0199
37979.770	37958.355	273.00	166.00	0.441146	1	37874.613	307.00	166.00	2.0470
38005.438	37992.328	255.00	164.00	0.441146	1	37891.642	303.00	166.00	1.6376
38020.468	38008.381	242.00	163.00	0.441146	1	37908.709	295.00	166.00	1.7189
38053.535	38041.907	217.00	161.00	0.441146	1	37941.872	281.00	166.00	1.6176
38085.320	38058.017	216.00	160.00	0.437500	1	37975.127	264.00	165.00	1.5729
38101.340	38093.068	196.00	156.00	0.437500	1	37992.328	255.00	164.00	1.4315
38133.433	38124.448	180.00	151.00	0.437500	1	38025.079	233.00	163.00	1.7077
38149.620	38124.448	180.00	151.00	0.437500	1	38041.907	217.00	161.00	1.5839
38181.073	38158.021	165.00	147.00	0.437500	1	38076.485	200.00	156.00	1.6948
38212.982	38191.648	148.00	140.00	0.437500	1	38107.708	187.00	153.00	1.7002
38228.931	38209.166	146.00	139.00	0.437500	1	38124.448	180.00	151.00	1.9515
38260.976	38241.177	143.00	138.00	0.437500	1	38158.021	165.00	147.00	1.6382
38270.839	38257.213	140.00	137.00	0.437500	1	38158.021	165.00	147.00	1.9241
38303.940	38291.002	130.00	133.00	0.437500	1	38191.648	148.00	140.00	1.8219
38337.378	38324.484	113.00	127.00	0.437500	1	38225.633	143.00	138.00	2.3164
38353.882	38341.449	97.00	122.00	0.437500	1	38241.177	143.00	138.00	1.7127
38386.797	38374.522	84.00	118.00	0.437500	1	38274.157	140.00	137.00	1.6110
38396.796	38374.522	84.00	118.00	0.437500	1	38291.002	130.00	133.00	1.6112
38433.910	38424.244	70.00	114.00	0.437500	1	38324.484	113.00	127.00	1.4021
38463.844	38440.577	67.00	113.00	0.437500	1	38358.335	90.00	120.00	1.7107
38479.716	38457.583	64.00	112.00	0.437500	1	38374.522	84.00	118.00	1.5465
38510.688	38491.251	60.00	110.00	0.437500	1	38407.736	73.00	115.00	1.5800
38526.596	38507.451	58.00	109.00	0.437500	1	38424.244	70.00	114.00	2.0815
38553.961	38541.611	55.00	106.00	0.437500	1	38440.577	67.00	113.00	2.4100
38587.186	38574.865	53.00	103.00	0.437500	1	38474.312	62.00	111.00	1.6981
38603.381	38590.949	52.00	102.00	0.437500	1	38491.251	60.00	110.00	1.5105
38629.480	38606.730	52.00	102.00	0.437500	1	38524.449	57.00	108.00	1.9447
38645.544	38623.496	52.00	102.00	0.437500	1	38541.611	55.00	106.00	1.4922
38677.487	38657.018	52.00	102.00	0.437500	1	38574.865	53.00	103.00	1.6358
38709.562	38690.039	52.00	102.00	0.437500	1	38606.730	52.00	102.00	1.5396
38724.838	38706.839	52.00	102.00	0.437500	1	38623.496	52.00	102.00	1.6148
38757.463	38740.190	52.00	102.00	0.437500	1	38657.018	52.00	102.00	1.7831
38770.608	38756.904	52.00	102.00	0.437500	1	38657.018	52.00	102.00	1.5227
38803.929	38790.361	52.00	102.00	0.437500	1	38690.039	52.00	102.00	1.5726
38837.154	38823.878	52.00	102.00	0.437500	1	38723.458	52.00	102.00	1.7621
38852.783	38840.151	52.00	102.00	0.437500	1	38740.190	52.00	102.00	1.3850
38885.723	38873.410	52.00	102.00	0.437500	1	38773.729	52.00	102.00	1.4336
38901.636	38890.215	52.00	102.00	0.437500	1	38790.361	52.00	102.00	1.4957
38933.736	38923.286	52.00	102.00	0.437500	1	38823.878	52.00	102.00	1.4215
38965.647	38939.968	52.00	102.00	0.437500	1	38856.714	52.00	102.00	1.5381
38980.876	38957.085	52.00	102.00	0.437500	1	38873.410	52.00	102.00	2.0767
39012.917	38992.339	60.00	103.00	0.437500	1	38906.882	52.00	102.00	1.6365
39020.573	39007.719	64.00	105.00	0.437500	1	38906.882	52.00	102.00	1.6007
39053.872	39040.889	77.00	110.00	0.437500	1	38939.968	52.00	102.00	2.5587
39087.313	39074.053	103.00	119.00	0.437500	1	38975.302	52.00	102.00	1.8082
39104.026	39091.569	117.00	123.00	0.437500	1	38992.339	60.00	103.00	1.7954
39137.331	39123.886	146.00	134.00	0.437500	1	39024.014	69.00	107.00	1.9814
39153.793	39140.305	161.00	138.00	0.437500	1	39040.889	77.00	110.00	1.7209
39185.421	39173.833	198.00	148.00	0.437500	1	39074.053	103.00	119.00	1.4106
39217.559	39207.448	243.00	161.00	0.441146	1	39108.275	131.00	128.00	1.9975
39233.497	39224.216	271.00	166.00	0.441146	1	39123.886	146.00	134.00	1.4632
39264.411	39240.858	302.00	174.00	0.437500	1	39157.181	180.00	143.00	1.4928
39270.532	39257.481	333.00	181.00	0.437500	1	39157.181	180.00	143.00	1.8450
39301.702	39290.575	393.00	195.00	0.437500	1	39190.527	222.00	155.00	1.4002
39333.556	39324.153	446.00	208.00	0.437500	1	39224.216	271.00	166.00	1.4287
39349.529	39340.677	470.00	214.00	0.437500	1	39240.858	302.00	174.00	1.6755
39380.720	39357.596	490.00	219.00	0.437500	1	39274.207	361.00	188.00	1.6732
39397.606	39374.336	507.00	222.00	0.437500	1	39290.575	393.00	195.00	1.9207
39429.621	39408.025	536.00	231.00	0.437500	1	39324.153	446.00	208.00	1.7326
39460.782	39440.758	560.00	236.00	0.437500	1	39357.596	490.00	219.00	1.5521
39476.948	39457.444	569.00	239.00	0.437500	1	39374.336	507.00	222.00	1.7365
39509.473	39491.120	589.00	244.00	0.437500	1	39408.025	536.00	231.00	1.6229
39520.632	39507.307	594.00	246.00	0.437500	1	39408.025	536.00	231.00	1.6634
39553.923	39541.345	606.00	248.00	0.437500	1	39440.758	560.00	236.00	1.8246
39587.191	39574.286	614.00	250.00	0.437500	1	39474.440	580.00	242.00	1.7104
39603.889	39591.356	616.00	250.00	0.437500	1	39491.120	589.00	244.00	1.9796
39637.442	39624.607	621.00	250.00	0.437500	1	39524.566	601.00	247.00	1.9201
39653.277	39641.129	625.00	250.00	0.437500	1	39541.345	606.00	248.00	1.5977
39685.416	39675.020	633.00	250.00	0.437500	1	39574.286	614.00	250.00	1.4022
39717.409	39707.259	643.00	250.00	0.437500	1	39608.067	619.00	250.00	1.5269
39733.651	39723.726	647.00	250.00	0.437500	1	39624.607	621.00	250.00	1.6479
39764.508	39740.478	651.00	250.00	0.437500	1	39657.611	628.00	250.00	1.5675
39770.496	39756.980	654.00	249.00	0.437500	1	39657.611	628.00	250.00	1.5928
39803.844	39790.734	662.00	245.00	0.437500	1	39691.584	638.00	250.00	1.7132
39843.864	39824.548	671.00	240.00	0.437500	1	39740.478	651.00	250.00	1.5791
39853.879	39840.436	674.00	237.00	0.437500	1	39740.478	651.00	250.00	1.5792
39887.229	39874.515	680.00	233.00	0.437500	1	39773.936	658.00	247.00	1.7968
39903.920	39891.494	682.00	231.00	0.437500	1	39790.734	662.00	245.00	1.6280
39937.336	39923.913	686.00	229.00	0.437500	1	39824.548	671.00	240.00	2.6762
39957.751	39940.430	687.00	228.00	0.437500	1	39857.499	677.00	235.00	2.1792
39973.054	39957.232	689.00	228.00	0.437500	1	39857.499	677.00	235.00	1.5830
40005.491	39990.649	691.00	226.00	0.437500	1	39891.494	682.00	231.00	1.5953
40020.656	40007.094	691.00	226.00	0.437500	1	39908.043	684.00	230.00	1.8321
40053.890	40040.794	691.00	226.00	0.437500	1	39940.430	687.00	228.00	1.6915
40085.297	40074.734	694.00	227.00	0.437500	1	39973.960	690.00	227.00	1.3742
40101.745	40092.213	696.00	228.00	0.437500	1	39990.649	691.00	226.00	1.6101
40133.582	40124.162	699.00	232.00	0.437500	1	40024.016	691.00	226.00	1.4440
40149.543	40140.871	701.00	236.00	0.437500	1	40040.794	691.00	226.00	1.4992
40181.026	40157.781	702.00	241.00	0.437500	1	40074.734	694.00	227.00	1.4855
40212.901	40190.161	704.00	249.00	0.437500	1	40108.543	697.00	230.00	1.6650
40229.668	40206.837	704.00	250.00	0.437500	1	40124.162	699.00	232.00	1.5272
40261.642	40240.492	704.00	250.00	0.437500	1	40157.781	702.00	241.00	1.4969
40270.721	40256.691	704.00	250.00	0.437500	1	40157.781	702.00	241.00	1.8337
40303.914	40291.739	704.00	247.00	0.437500	1	40190.161	704.00	249.00	1.7135
40337.308	40323.882	702.00	241.00	0.437500	1	40223.755	704.00	250.00	1.9781
40353.825	40341.362	698.00	234.00	0.437500	1	40240.492	704.00	250.00	1.7479
40387.196	40374.372	680.00	207.00	0.437500	1	40273.808	704.00	249.00	1.8378
40403.972	40390.741	671.00	188.00	0.437500	1	40291.739	704.00	247.00	1.6587
40437.109	40425.245	656.00	147.00	0.437500	1	40323.882	702.00	241.00	1.9592
40458.013	40440.778	653.00	127.00	0.437500	1	40341.362	698.00	234.00	1.7758
40479.877	40457.431	652.00	111.00	0.437500	1	40374.372	680.00	207.00	1.6813
40504.373	40491.283	652.00	83.00	0.437500	1	40390.741	671.00	188.00	1.5184
40520.500	40507.351	652.00	83.00	0.437500	1	40408.312	663.00	169.00	2.1395
40553.957	40541.259	655.00	57.00	0.437500	1	40440.778	653.00	127.00	2.1786
40587.209	40574.191	661.00	46.00	0.437500	1	40474.755	652.00	95.00	1.6458
40600.390	40591.536	665.00	42.00	0.437500	1	40491.283	652.00	83.00	1.5330
40629.863	40608.595	668.00	39.00	0.437500	1	40524.248	652.00	67.00	1.6272
40645.531	40624.750	671.00	37.00	0.437500	1	40541.259	655.00	57.00	1.7033
40677.323	40657.927	678.00	34.00	0.437500	1	40574.191	661.00	46.00	1.7980
40709.662	40690.711	687.00	32.00	0.437500	1	40608.595	668.00	39.00	1.5799
40725.806	40707.385	692.00	32.00	0.437500	1	40624.750	671.00	37.00	1.7760
40757.696	40741.513	703.00	32.00	0.437500	1	40641.099	675.00	35.00	1.8045
40772.916	40757.589	708.00	32.00	0.437500	1	40657.927	678.00	34.00	1.6654
40803.966	40790.887	717.00	31.00	0.437500	1	40690.711	687.00	32.00	1.8395
40837.237	40823.409	723.00	31.00	0.437500	1	40724.708	698.00	32.00	1.7099
40853.528	40840.319	723.00	31.00	0.437500	1	40741.513	703.00	32.00	1.7325
40886.262	40873.763	724.00	31.00	0.437500	1	40774.110	713.00	31.00	1.7515
40901.545	40890.485	724.00	31.00	0.437500	1	40790.887	717.00	31.00	1.5332
40933.568	40923.330	724.00	31.00	0.437500	1	40823.409	723.00	31.00	1.3998
40965.473	40956.778	724.00	31.00	0.437500	1	40857.005	724.00	31.00	1.3798
40981.492	40956.778	724.00	31.00	0.437500	1	40873.763	724.00	31.00	1.7686
41013.568	40991.268	723.00	31.00	0.437500	1	40907.058	724.00	31.00	1.5809
41020.532	41008.060	721.00	31.00	0.437500	1	40907.058	724.00	31.00	1.6094
41053.901	41041.875	716.00	31.00	0.437500	1	40939.907	724.00	31.00	2.0706
41087.204	41073.810	694.00	31.00	0.437500	1	40973.561	724.00	31.00	1.5604
41103.836	41090.469	680.00	31.00	0.437500	1	40991.268	723.00	31.00	1.7471
41137.295	41124.634	643.00	32.00	0.437500	1	41024.139	719.00	31.00	1.8437
41153.938	41140.946	622.00	32.00	0.437500	1	41041.875	716.00	31.00	2.4394
41186.483	41175.056	584.00	32.00	0.437500	1	41073.810	694.00	31.00	1.5689
41217.734	41207.357	542.00	32.00	0.437500	1	41107.787	662.00	32.00	2.0171
41227.626	41207.357	542.00	32.00	0.437500	1	41124.634	643.00	32.00	2.2300
41265.625	41257.171	487.00	32.00	0.437500	1	41157.703	604.00	32.00	1.3661
41270.544	41257.171	487.00	32.00	0.437500	1	41157.703	604.00	32.00	1.7170
41303.901	41291.426	455.00	32.00	0.437500	1	41191.244	563.00	32.00	1.6422
41333.525	41323.514	424.00	32.00	0.437500	1	41224.872	523.00	32.00	1.5625
41349.574	41340.369	408.00	32.00	0.437500	1	41241.234	505.00	32.00	1.9110
41381.550	41357.738	394.00	32.00	0.437500	1	41273.973	471.00	32.00	1.7997
41397.665	41375.435	380.00	32.00	0.437500	1	41291.426	455.00	32.00	2.1595
41429.656	41407.939	358.00	32.00	0.437500	1	41323.514	424.00	32.00	1.6407
41461.377	41440.652	339.00	32.00	0.437500	1	41357.738	394.00	32.00	1.5388
41477.541	41457.411	329.00	32.00	0.437500	1	41375.435	380.00	32.00	1.8981
41509.685	41490.939	309.00	32.00	0.437500	1	41407.939	358.00	32.00	1.7369
41520.575	41507.440	298.00	32.00	0.437500	1	41407.939	358.00	32.00	1.7512
41553.864	41541.138	275.00	32.00	0.437500	1	41440.652	339.00	32.00	1.6508
41587.312	41574.157	252.00	32.00	0.437500	1	41474.247	320.00	32.00	1.9026
41603.825	41590.852	243.00	32.00	0.437500	1	41490.939	309.00	32.00	1.7050
41637.332	41625.564	228.00	32.00	0.437500	1	41524.371	286.00	32.00	1.7254
41652.927	41641.455	228.00	32.00	0.437500	1	41541.138	275.00	32.00	2.3617
41685.617	41673.863	203.00	35.00	0.437500	1	41574.157	252.00	32.00	1.6235
41717.253	41707.916	193.00	37.00	0.437500	1	41607.863	235.00	32.00	1.5397
41732.833	41724.520	186.00	39.00	0.437500	1	41625.564	228.00	32.00	1.5026
41763.742	41741.227	179.00	41.00	0.437500	1	41657.022	214.00	32.00	1.6297
41770.559	41758.140	173.00	43.00	0.437500	1	41657.022	214.00	32.00	1.7250
41803.887	41790.918	162.00	48.00	0.437500	1	41690.646	199.00	35.00	2.6176
41837.341	41824.058	153.00	55.00	0.437500	1	41724.520	186.00	39.00	2.0000
41853.871	41840.723	148.00	59.00	0.437500	1	41741.227	179.00	41.00	1.6794
41887.260	41874.963	139.00	69.00	0.437500	1	41774.366	173.00	43.00	1.7049
41903.884	41891.532	136.00	76.00	0.437500	1	41790.918	162.00	48.00	2.4465
41936.527	41924.183	133.00	82.00	0.437500	1	41824.058	153.00	55.00	1.5327
41957.628	41940.485	129.00	95.00	0.437500	1	41840.723	148.00	59.00	1.9199
41973.648	41957.528	127.00	105.00	0.437500	1	41857.629	144.00	64.00	1.8660
42005.086	41990.796	124.00	115.00	0.437500	1	41891.532	136.00	76.00	1.6214
42020.484	42007.473	123.00	122.00	0.437500	1	41907.723	133.00	82.00	1.7313
42053.605	42041.133	120.00	137.00	0.437500	1	41940.485	129.00	95.00	1.7533
42085.619	42074.464	116.00	151.00	0.437500	1	41974.360	126.00	108.00	1.4425
42101.489	42091.259	114.00	158.00	0.437500	1	41990.796	124.00	115.00	1.4425
42132.766	42108.642	109.00	166.00	0.441146	1	42024.356	121.00	130.00	1.9934
42148.653	42125.836	108.00	173.00	0.437500	1	42041.133	120.00	137.00	1.5543
42180.827	42158.199	101.00	186.00	0.437500	1	42074.464	116.00	151.00	1.6040
42212.690	42191.084	92.00	199.00	0.437500	1	42108.642	109.00	166.00	1.5364
42228.846	42208.080	87.00	205.00	0.437500	1	42125.836	108.00	173.00	1.8588
42260.819	42241.648	78.00	216.00	0.437500	1	42158.199	101.00	186.00	1.7698
42270.627	42258.267	74.00	220.00	0.437500	1	42158.199	101.00	186.00	1.5327
42303.896	42290.815	69.00	226.00	0.437500	1	42191.084	92.00	199.00	1.6887
42337.257	42323.849	66.00	229.00	0.437500	1	42224.547	83.00	211.00	1.9694
42354.002	42340.062	65.00	229.00	0.437500	1	42241.648	78.00	216.00	1.6168
42387.204	42373.597	64.00	230.00	0.437500	1	42273.874	71.00	224.00	1.7707
42403.884	42390.511	64.00	230.00	0.437500	1	42290.815	69.00	226.00	1.5188
42436.837	42424.062	63.00	230.00	0.437500	1	42323.849	66.00	229.00	1.6571
42468.824	42457.045	63.00	231.00	0.437500	1	42356.758	65.00	229.00	1.5197
42484.815	42474.581	62.00	231.00	0.437500	1	42373.597	64.00	230.00	1.4187
42517.492	42506.802	61.00	231.00	0.437500	1	42407.744	63.00	230.00	1.4385
42533.545	42523.420	61.00	231.00	0.437500	1	42424.062	63.00	230.00	1.7949
42553.906	42540.397	61.00	231.00	0.437500	1	42440.084	63.00	230.00	1.6077
42587.162	42574.428	61.00	231.00	0.437500	1	42474.581	62.00	231.00	1.7097
42613.725	42590.716	61.00	231.00	0.437500	1	42506.802	61.00	231.00	1.7865
42633.151	42607.105	61.00	231.00	0.437500	1	42523.420	61.00	231.00	1.8514
42644.889	42625.777	61.00	231.00	0.437500	1	42540.397	61.00	231.00	1.5623
42676.920	42657.624	61.00	231.00	0.437500	1	42574.428	61.00	231.00	1.5337
42709.029	42690.300	61.00	231.00	0.437500	1	42607.105	61.00	231.00	1.5006
42724.507	42707.213	61.00	231.00	0.437500	1	42607.105	61.00	231.00	1.5591
42756.486	42740.244	61.00	231.00	0.437500	1	42642.501	61.00	231.00	1.7820
42770.548	42757.236	61.00	231.00	0.437500	1	42657.624	61.00	231.00	1.6571
42802.570	42791.042	65.00	231.00	0.437500	1	42690.300	61.00	231.00	1.3829
42834.422	42825.061	71.00	227.00	0.437500	1	42723.769	61.00	231.00	1.5420
42850.404	42841.424	81.00	221.00	0.437500	1	42740.244	61.00	231.00	1.4100
42881.438	42857.558	96.00	210.00	0.437500	1	42774.256	63.00	231.00	1.5027
42897.523	42873.936	117.00	194.00	0.437500	1	42791.042	65.00	231.00	1.8350
42927.595	42908.317	160.00	165.00	0.441146	1	42825.061	71.00	227.00	1.6413
42959.510	42941.116	203.00	147.00	0.437500	1	42857.558	96.00	210.00	2.2455
42975.793	42957.754	221.00	139.00	0.437500	1	42873.936	117.00	194.00	1.9011
43006.326	42991.524	269.00	124.00	0.437500	1	42890.943	140.00	178.00	1.8010
43020.526	43008.165	296.00	118.00	0.437500	1	42908.317	160.00	165.00	1.7796
43053.515	43041.520	354.00	105.00	0.437500	1	42941.116	203.00	147.00	1.9995
43085.534	43073.825	417.00	95.00	0.437500	1	42974.534	245.00	130.00	1.5220
43103.805	43090.894	443.00	95.00	0.437500	1	42991.524	269.00	124.00	1.5684
43131.451	43107.503	466.00	94.00	0.437500	1	43024.648	326.00	112.00	1.5285
43146.376	43124.038	483.00	94.00	0.437500	1	43041.520	354.00	105.00	3.3757
